type,experiment_number,VM_ID,VM_exTime,VM_costPerStorage,VM_powerCompsuption
FUZZY,68,22,74.667,7.200,75.900
FUZZY,68,23,56.000,9.600,161.600
FUZZY,68,25,91.000,3.900,24.700
FUZZY,68,26,68.444,6.600,69.575
FUZZY,68,27,57.750,9.900,166.650
FUZZY,68,29,98.000,4.200,26.600
FUZZY,68,30,87.111,8.400,88.550
FUZZY,68,31,73.500,12.600,212.100
FUZZY,68,32,140.000,1.500,4.750
FUZZY,68,33,63.000,2.700,17.100
FUZZY,68,34,59.111,5.700,60.088
FUZZY,68,35,61.250,10.500,176.750
FUZZY,68,36,84.000,0.900,2.850
FUZZY,68,37,56.000,2.400,15.200
FUZZY,68,38,71.556,6.900,72.738
FUZZY,68,40,140.000,1.500,4.750
FUZZY,68,44,28.000,0.300,0.950
FUZZY,68,39,56.000,9.600,161.600
FUZZY,68,41,112.000,4.800,30.400
FUZZY,68,42,77.778,7.500,79.063
FUZZY,68,43,49.000,8.400,141.400
FUZZY,68,45,49.000,2.100,13.300
FUZZY,68,46,71.556,6.900,72.738
FUZZY,68,47,63.000,10.800,181.800
FUZZY,68,48,56.000,0.600,1.900
FUZZY,68,49,84.000,3.600,22.800
FUZZY,69,0,28.000,0.300,0.950
FUZZY,69,1,49.000,2.100,13.300
FUZZY,69,2,62.222,6.000,63.250
FUZZY,69,3,59.500,10.200,171.700
FUZZY,69,4,140.000,1.500,4.750
FUZZY,69,5,98.000,4.200,26.600
FUZZY,69,6,84.000,8.100,85.387
FUZZY,69,7,52.500,9.000,151.500
FUZZY,69,8,224.000,2.400,7.600
FUZZY,69,9,196.000,8.400,53.200
FUZZY,69,10,28.000,2.700,28.463
FUZZY,69,11,57.750,9.900,166.650
FUZZY,69,12,140.000,1.500,4.750
FUZZY,69,13,98.000,4.200,26.600
FUZZY,69,14,68.444,6.600,69.575
FUZZY,69,15,61.250,10.500,176.750
FUZZY,69,16,0.000,0.000,0.000
FUZZY,69,17,77.000,3.300,20.900
FUZZY,69,20,0.000,0.000,0.000
FUZZY,69,18,96.444,9.300,98.037
FUZZY,69,19,64.750,11.100,186.850
FUZZY,69,21,161.000,6.900,43.700
FUZZY,69,22,133.778,12.900,135.987
FUZZY,69,23,64.750,11.100,186.850
FUZZY,69,24,0.000,0.000,0.000
FUZZY,69,25,49.000,2.100,13.300
FUZZY,69,28,56.000,0.600,1.900
FUZZY,69,29,91.000,3.900,24.700
FUZZY,69,26,65.333,6.300,66.413
FUZZY,69,27,63.000,10.800,181.800
FUZZY,69,30,59.111,5.700,60.088
FUZZY,69,31,61.250,10.500,176.750
FUZZY,69,32,56.000,0.600,1.900
FUZZY,69,33,133.000,5.700,36.100
FUZZY,69,34,80.889,7.800,82.225
FUZZY,69,36,112.000,1.200,3.800
FUZZY,69,35,66.500,11.400,191.900
FUZZY,69,37,119.000,5.100,32.300
FUZZY,69,38,74.667,7.200,75.900
FUZZY,69,39,54.250,9.300,156.550
FUZZY,69,40,84.000,0.900,2.850
FUZZY,69,41,112.000,4.800,30.400
FUZZY,69,42,62.222,6.000,63.250
FUZZY,69,44,140.000,1.500,4.750
FUZZY,69,45,112.000,4.800,30.400
FUZZY,69,43,52.500,9.000,151.500
FUZZY,69,46,71.556,6.900,72.738
FUZZY,69,47,66.500,11.400,191.900
FUZZY,69,48,0.000,0.000,0.000
FUZZY,69,49,119.000,5.100,32.300
FUZZY,70,0,32.000,0.300,0.950
FUZZY,70,1,0.000,0.000,0.000
FUZZY,70,2,3.556,0.300,3.163
FUZZY,70,3,8.000,1.200,20.200
FUZZY,70,4,0.000,0.000,0.000
FUZZY,70,5,8.000,0.300,1.900
FUZZY,70,6,3.556,0.300,3.163
FUZZY,70,7,4.000,0.600,10.100
FUZZY,70,8,32.000,0.300,0.950
FUZZY,70,9,16.000,0.600,3.800
FUZZY,70,10,10.667,0.900,9.488
FUZZY,70,11,6.000,0.900,15.150
FUZZY,70,12,0.000,0.000,0.000
FUZZY,70,13,8.000,0.300,1.900
FUZZY,70,14,7.111,0.600,6.325
FUZZY,70,15,6.000,0.900,15.150
FUZZY,70,16,32.000,0.300,0.950
FUZZY,70,17,0.000,0.000,0.000
FUZZY,70,18,10.667,0.900,9.488
FUZZY,70,19,4.000,0.600,10.100
FUZZY,70,20,0.000,0.000,0.000
FUZZY,70,21,8.000,0.300,1.900
FUZZY,70,22,10.667,0.900,9.488
FUZZY,70,23,4.000,0.600,10.100
FUZZY,70,24,32.000,0.300,0.950
FUZZY,70,25,24.000,0.900,5.700
FUZZY,70,28,0.000,0.000,0.000
FUZZY,70,29,0.000,0.000,0.000
FUZZY,70,26,7.111,0.600,6.325
FUZZY,70,27,4.000,0.600,10.100
FUZZY,70,30,10.667,0.900,9.488
FUZZY,70,31,4.000,0.600,10.100
FUZZY,70,32,32.000,0.300,0.950
FUZZY,70,33,8.000,0.300,1.900
FUZZY,70,34,3.556,0.300,3.163
FUZZY,70,36,32.000,0.300,0.950
FUZZY,70,35,6.000,0.900,15.150
FUZZY,70,37,0.000,0.000,0.000
FUZZY,70,38,7.111,0.600,6.325
FUZZY,70,39,4.000,0.600,10.100
FUZZY,70,40,0.000,0.000,0.000
FUZZY,70,41,8.000,0.300,1.900
FUZZY,70,42,3.556,0.300,3.163
FUZZY,70,44,32.000,0.300,0.950
FUZZY,70,45,0.000,0.000,0.000
FUZZY,70,43,8.000,1.200,20.200
FUZZY,70,46,3.556,0.300,3.163
FUZZY,70,47,4.000,0.600,10.100
FUZZY,70,48,0.000,0.000,0.000
FUZZY,70,49,0.000,0.000,0.000
FUZZY,71,0,32.000,0.300,0.950
FUZZY,71,1,8.000,0.300,1.900
FUZZY,71,2,3.556,0.300,3.163
FUZZY,71,3,22.000,3.300,55.550
FUZZY,71,4,32.000,0.300,0.950
FUZZY,71,5,8.000,0.300,1.900
FUZZY,71,6,10.667,0.900,9.488
FUZZY,71,7,18.000,2.700,45.450
FUZZY,71,8,32.000,0.300,0.950
FUZZY,71,9,32.000,1.200,7.600
FUZZY,71,10,10.667,0.900,9.488
FUZZY,71,11,20.000,3.000,50.500
FUZZY,71,12,32.000,0.300,0.950
FUZZY,71,13,16.000,0.600,3.800
FUZZY,71,14,10.667,0.900,9.488
FUZZY,71,15,22.000,3.300,55.550
FUZZY,71,16,32.000,0.300,0.950
FUZZY,71,17,8.000,0.300,1.900
FUZZY,71,18,10.667,0.900,9.488
FUZZY,71,19,12.000,1.800,30.300
FUZZY,71,20,32.000,0.300,0.950
FUZZY,71,21,16.000,0.600,3.800
FUZZY,71,24,0.000,0.000,0.000
FUZZY,71,28,0.000,0.000,0.000
FUZZY,71,22,17.778,1.500,15.813
FUZZY,71,23,12.000,1.800,30.300
FUZZY,71,25,8.000,0.300,1.900
FUZZY,71,26,14.222,1.200,12.650
FUZZY,71,27,12.000,1.800,30.300
FUZZY,71,29,0.000,0.000,0.000
FUZZY,71,30,14.222,1.200,12.650
FUZZY,71,31,20.000,3.000,50.500
FUZZY,71,32,32.000,0.300,0.950
FUZZY,71,33,8.000,0.300,1.900
FUZZY,71,34,14.222,1.200,12.650
FUZZY,71,35,16.000,2.400,40.400
FUZZY,71,36,0.000,0.000,0.000
FUZZY,71,37,8.000,0.300,1.900
FUZZY,71,38,3.556,0.300,3.163
FUZZY,71,40,32.000,0.300,0.950
FUZZY,71,44,0.000,0.000,0.000
FUZZY,71,39,18.000,2.700,45.450
FUZZY,71,41,32.000,1.200,7.600
FUZZY,71,42,10.667,0.900,9.488
FUZZY,71,43,18.000,2.700,45.450
FUZZY,71,45,16.000,0.600,3.800
FUZZY,71,46,10.667,0.900,9.488
FUZZY,71,47,20.000,3.000,50.500
FUZZY,71,48,0.000,0.000,0.000
FUZZY,71,49,8.000,0.300,1.900
FUZZY,72,0,32.000,0.300,0.950
FUZZY,72,1,24.000,0.900,5.700
FUZZY,72,2,7.111,0.600,6.325
FUZZY,72,3,32.000,4.800,80.800
FUZZY,72,4,32.000,0.300,0.950
FUZZY,72,5,8.000,0.300,1.900
FUZZY,72,6,7.111,0.600,6.325
FUZZY,72,7,32.000,4.800,80.800
FUZZY,72,8,32.000,0.300,0.950
FUZZY,72,9,32.000,1.200,7.600
FUZZY,72,10,14.222,1.200,12.650
FUZZY,72,11,30.000,4.500,75.750
FUZZY,72,12,32.000,0.300,0.950
FUZZY,72,13,32.000,1.200,7.600
FUZZY,72,14,14.222,1.200,12.650
FUZZY,72,15,32.000,4.800,80.800
FUZZY,72,16,32.000,0.300,0.950
FUZZY,72,17,32.000,1.200,7.600
FUZZY,72,18,28.444,2.400,25.300
FUZZY,72,19,24.000,3.600,60.600
FUZZY,72,20,32.000,0.300,0.950
FUZZY,72,21,16.000,0.600,3.800
FUZZY,72,24,32.000,0.300,0.950
FUZZY,72,28,0.000,0.000,0.000
FUZZY,72,22,17.778,1.500,15.813
FUZZY,72,23,26.000,3.900,65.650
FUZZY,72,25,32.000,1.200,7.600
FUZZY,72,26,17.778,1.500,15.813
FUZZY,72,27,32.000,4.800,80.800
FUZZY,72,29,32.000,1.200,7.600
FUZZY,72,30,3.556,0.300,3.163
FUZZY,72,31,30.000,4.500,75.750
FUZZY,72,32,32.000,0.300,0.950
FUZZY,72,33,16.000,0.600,3.800
FUZZY,72,34,28.444,2.400,25.300
FUZZY,72,35,24.000,3.600,60.600
FUZZY,72,36,0.000,0.000,0.000
FUZZY,72,37,8.000,0.300,1.900
FUZZY,72,38,17.778,1.500,15.813
FUZZY,72,40,32.000,0.300,0.950
FUZZY,72,44,0.000,0.000,0.000
FUZZY,72,39,30.000,4.500,75.750
FUZZY,72,41,32.000,1.200,7.600
FUZZY,72,42,14.222,1.200,12.650
FUZZY,72,43,28.000,4.200,70.700
FUZZY,72,45,32.000,1.200,7.600
FUZZY,72,46,21.333,1.800,18.975
FUZZY,72,47,34.000,5.100,85.850
FUZZY,72,48,0.000,0.000,0.000
FUZZY,72,49,0.000,0.000,0.000
FUZZY,73,0,32.000,0.300,0.950
FUZZY,73,1,32.000,1.200,7.600
FUZZY,73,2,39.111,3.300,34.788
FUZZY,73,3,36.000,5.400,90.900
FUZZY,73,4,32.000,0.300,0.950
FUZZY,73,5,40.000,1.500,9.500
FUZZY,73,6,21.333,1.800,18.975
FUZZY,73,7,44.000,6.600,111.100
FUZZY,73,8,0.000,0.000,0.000
FUZZY,73,9,40.000,1.500,9.500
FUZZY,73,10,17.778,1.500,15.813
FUZZY,73,11,42.000,6.300,106.050
FUZZY,73,12,0.000,0.000,0.000
FUZZY,73,13,24.000,0.900,5.700
FUZZY,73,14,24.889,2.100,22.138
FUZZY,73,15,42.000,6.300,106.050
FUZZY,73,16,32.000,0.300,0.950
FUZZY,73,17,24.000,0.900,5.700
FUZZY,73,18,35.556,3.000,31.625
FUZZY,73,19,36.000,5.400,90.900
FUZZY,73,20,32.000,0.300,0.950
FUZZY,73,21,24.000,0.900,5.700
FUZZY,73,24,32.000,0.300,0.950
FUZZY,73,28,0.000,0.000,0.000
FUZZY,73,22,24.889,2.100,22.138
FUZZY,73,23,26.000,3.900,65.650
FUZZY,73,25,32.000,1.200,7.600
FUZZY,73,26,28.444,2.400,25.300
FUZZY,73,27,42.000,6.300,106.050
FUZZY,73,29,32.000,1.200,7.600
FUZZY,73,30,10.667,0.900,9.488
FUZZY,73,31,34.000,5.100,85.850
FUZZY,73,32,32.000,0.300,0.950
FUZZY,73,33,32.000,1.200,7.600
FUZZY,73,34,14.222,1.200,12.650
FUZZY,73,35,46.000,6.900,116.150
FUZZY,73,36,32.000,0.300,0.950
FUZZY,73,37,32.000,1.200,7.600
FUZZY,73,38,17.778,1.500,15.813
FUZZY,73,39,46.000,6.900,116.150
FUZZY,73,40,32.000,0.300,0.950
FUZZY,73,41,24.000,0.900,5.700
FUZZY,73,42,39.111,3.300,34.788
FUZZY,73,43,46.000,6.900,116.150
FUZZY,73,44,0.000,0.000,0.000
FUZZY,73,45,32.000,1.200,7.600
FUZZY,73,46,42.667,3.600,37.950
FUZZY,73,47,46.000,6.900,116.150
FUZZY,73,48,32.000,0.300,0.950
FUZZY,73,49,8.000,0.300,1.900
FUZZY,74,0,32.000,0.300,0.950
FUZZY,74,1,32.000,1.200,7.600
FUZZY,74,2,28.444,2.400,25.300
FUZZY,74,3,52.000,7.800,131.300
FUZZY,74,4,32.000,0.300,0.950
FUZZY,74,5,48.000,1.800,11.400
FUZZY,74,6,35.556,3.000,31.625
FUZZY,74,7,32.000,4.800,80.800
FUZZY,74,8,64.000,0.600,1.900
FUZZY,74,9,48.000,1.800,11.400
FUZZY,74,10,28.444,2.400,25.300
FUZZY,74,11,52.000,7.800,131.300
FUZZY,74,12,32.000,0.300,0.950
FUZZY,74,13,56.000,2.100,13.300
FUZZY,74,14,32.000,2.700,28.463
FUZZY,74,15,42.000,6.300,106.050
FUZZY,74,16,64.000,0.600,1.900
FUZZY,74,17,24.000,0.900,5.700
FUZZY,74,18,35.556,3.000,31.625
FUZZY,74,19,48.000,7.200,121.200
FUZZY,74,20,32.000,0.300,0.950
FUZZY,74,21,48.000,1.800,11.400
FUZZY,74,24,64.000,0.600,1.900
FUZZY,74,28,64.000,0.600,1.900
FUZZY,74,22,28.444,2.400,25.300
FUZZY,74,23,46.000,6.900,116.150
FUZZY,74,25,24.000,0.900,5.700
FUZZY,74,26,46.222,3.900,41.113
FUZZY,74,27,58.000,8.700,146.450
FUZZY,74,29,64.000,2.400,15.200
FUZZY,74,30,32.000,2.700,28.463
FUZZY,74,31,64.000,9.600,161.600
FUZZY,74,32,32.000,0.300,0.950
FUZZY,74,33,48.000,1.800,11.400
FUZZY,74,34,42.667,3.600,37.950
FUZZY,74,35,44.000,6.600,111.100
FUZZY,74,36,32.000,0.300,0.950
FUZZY,74,37,40.000,1.500,9.500
FUZZY,74,38,24.889,2.100,22.138
FUZZY,74,39,48.000,7.200,121.200
FUZZY,74,40,64.000,0.600,1.900
FUZZY,74,41,32.000,1.200,7.600
FUZZY,74,42,35.556,3.000,31.625
FUZZY,74,44,64.000,0.600,1.900
FUZZY,74,45,64.000,2.400,15.200
FUZZY,74,43,28.000,4.200,70.700
FUZZY,74,46,46.222,3.900,41.113
FUZZY,74,47,54.000,8.100,136.350
FUZZY,74,48,0.000,0.000,0.000
FUZZY,74,49,32.000,1.200,7.600
FUZZY,75,0,32.000,0.300,0.950
FUZZY,75,1,64.000,2.400,15.200
FUZZY,75,2,49.778,4.200,44.275
FUZZY,75,3,58.000,8.700,146.450
FUZZY,75,4,0.000,0.000,0.000
FUZZY,75,5,32.000,1.200,7.600
FUZZY,75,6,49.778,4.200,44.275
FUZZY,75,7,40.000,6.000,101.000
FUZZY,75,8,64.000,0.600,1.900
FUZZY,75,12,32.000,0.300,0.950
FUZZY,75,9,32.000,1.200,7.600
FUZZY,75,10,46.222,3.900,41.113
FUZZY,75,11,64.000,9.600,161.600
FUZZY,75,13,56.000,2.100,13.300
FUZZY,75,14,53.333,4.500,47.438
FUZZY,75,15,54.000,8.100,136.350
FUZZY,75,16,32.000,0.300,0.950
FUZZY,75,17,32.000,1.200,7.600
FUZZY,75,18,53.333,4.500,47.438
FUZZY,75,19,54.000,8.100,136.350
FUZZY,75,20,32.000,0.300,0.950
FUZZY,75,21,56.000,2.100,13.300
FUZZY,75,22,46.222,3.900,41.113
FUZZY,75,23,52.000,7.800,131.300
FUZZY,75,24,64.000,0.600,1.900
FUZZY,75,25,56.000,2.100,13.300
FUZZY,75,26,103.111,8.700,91.712
FUZZY,75,27,54.000,8.100,136.350
FUZZY,75,28,0.000,0.000,0.000
FUZZY,75,29,72.000,2.700,17.100
FUZZY,75,30,42.667,3.600,37.950
FUZZY,75,31,36.000,5.400,90.900
FUZZY,75,32,0.000,0.000,0.000
FUZZY,75,33,48.000,1.800,11.400
FUZZY,75,34,74.667,6.300,66.413
FUZZY,75,35,38.000,5.700,95.950
FUZZY,75,36,0.000,0.000,0.000
FUZZY,75,37,40.000,1.500,9.500
FUZZY,75,38,35.556,3.000,31.625
FUZZY,75,40,64.000,0.600,1.900
FUZZY,75,44,0.000,0.000,0.000
FUZZY,75,39,46.000,6.900,116.150
FUZZY,75,41,40.000,1.500,9.500
FUZZY,75,42,35.556,3.000,31.625
FUZZY,75,43,50.000,7.500,126.250
FUZZY,75,45,72.000,2.700,17.100
FUZZY,75,46,39.111,3.300,34.788
FUZZY,75,48,0.000,0.000,0.000
FUZZY,75,49,32.000,1.200,7.600
FUZZY,75,47,58.000,8.700,146.450
FUZZY,76,0,128.000,1.200,3.800
FUZZY,76,1,56.000,2.100,13.300
FUZZY,76,2,46.222,3.900,41.113
FUZZY,76,3,52.000,7.800,131.300
FUZZY,76,4,96.000,0.900,2.850
FUZZY,76,5,80.000,3.000,19.000
FUZZY,76,6,39.111,3.300,34.788
FUZZY,76,7,66.000,9.900,166.650
FUZZY,76,8,32.000,0.300,0.950
FUZZY,76,9,96.000,3.600,22.800
FUZZY,76,10,60.444,5.100,53.763
FUZZY,76,11,38.000,5.700,95.950
FUZZY,76,12,96.000,0.900,2.850
FUZZY,76,13,72.000,2.700,17.100
FUZZY,76,14,78.222,6.600,69.575
FUZZY,76,15,62.000,9.300,156.550
FUZZY,76,16,32.000,0.300,0.950
FUZZY,76,17,48.000,1.800,11.400
FUZZY,76,18,46.222,3.900,41.113
FUZZY,76,19,54.000,8.100,136.350
FUZZY,76,20,32.000,0.300,0.950
FUZZY,76,21,72.000,2.700,17.100
FUZZY,76,24,64.000,0.600,1.900
FUZZY,76,28,64.000,0.600,1.900
FUZZY,76,22,42.667,3.600,37.950
FUZZY,76,23,46.000,6.900,116.150
FUZZY,76,25,80.000,3.000,19.000
FUZZY,76,26,71.111,6.000,63.250
FUZZY,76,27,52.000,7.800,131.300
FUZZY,76,29,72.000,2.700,17.100
FUZZY,76,30,35.556,3.000,31.625
FUZZY,76,31,54.000,8.100,136.350
FUZZY,76,32,32.000,0.300,0.950
FUZZY,76,33,80.000,3.000,19.000
FUZZY,76,34,81.778,6.900,72.738
FUZZY,76,35,54.000,8.100,136.350
FUZZY,76,36,0.000,0.000,0.000
FUZZY,76,37,32.000,1.200,7.600
FUZZY,76,38,39.111,3.300,34.788
FUZZY,76,40,96.000,0.900,2.850
FUZZY,76,44,32.000,0.300,0.950
FUZZY,76,39,56.000,8.400,141.400
FUZZY,76,41,72.000,2.700,17.100
FUZZY,76,42,60.444,5.100,53.763
FUZZY,76,43,62.000,9.300,156.550
FUZZY,76,45,56.000,2.100,13.300
FUZZY,76,46,74.667,6.300,66.413
FUZZY,76,47,80.000,12.000,202.000
FUZZY,76,48,32.000,0.300,0.950
FUZZY,76,49,64.000,2.400,15.200
FUZZY,77,0,0.000,0.000,0.000
FUZZY,77,1,104.000,3.900,24.700
FUZZY,77,2,53.333,4.500,47.438
FUZZY,77,3,58.000,8.700,146.450
FUZZY,77,4,0.000,0.000,0.000
FUZZY,77,5,64.000,2.400,15.200
FUZZY,77,6,106.667,9.000,94.875
FUZZY,77,7,52.000,7.800,131.300
FUZZY,77,8,96.000,0.900,2.850
FUZZY,77,9,96.000,3.600,22.800
FUZZY,77,10,42.667,3.600,37.950
FUZZY,77,11,60.000,9.000,151.500
FUZZY,77,12,0.000,0.000,0.000
FUZZY,77,13,88.000,3.300,20.900
FUZZY,77,14,49.778,4.200,44.275
FUZZY,77,15,44.000,6.600,111.100
FUZZY,77,16,96.000,0.900,2.850
FUZZY,77,17,72.000,2.700,17.100
FUZZY,77,18,71.111,6.000,63.250
FUZZY,77,19,70.000,10.500,176.750
FUZZY,77,20,32.000,0.300,0.950
FUZZY,77,21,104.000,3.900,24.700
FUZZY,77,22,78.222,6.600,69.575
FUZZY,77,23,66.000,9.900,166.650
FUZZY,77,24,0.000,0.000,0.000
FUZZY,77,25,56.000,2.100,13.300
FUZZY,77,26,145.778,12.300,129.662
FUZZY,77,27,44.000,6.600,111.100
FUZZY,77,28,0.000,0.000,0.000
FUZZY,77,29,80.000,3.000,19.000
FUZZY,77,30,35.556,3.000,31.625
FUZZY,77,31,50.000,7.500,126.250
FUZZY,77,32,64.000,0.600,1.900
FUZZY,77,33,32.000,1.200,7.600
FUZZY,77,34,74.667,6.300,66.413
FUZZY,77,35,66.000,9.900,166.650
FUZZY,77,36,0.000,0.000,0.000
FUZZY,77,37,104.000,3.900,24.700
FUZZY,77,38,46.222,3.900,41.113
FUZZY,77,40,0.000,0.000,0.000
FUZZY,77,44,96.000,0.900,2.850
FUZZY,77,39,62.000,9.300,156.550
FUZZY,77,41,96.000,3.600,22.800
FUZZY,77,42,78.222,6.600,69.575
FUZZY,77,43,66.000,9.900,166.650
FUZZY,77,45,64.000,2.400,15.200
FUZZY,77,46,103.111,8.700,91.712
FUZZY,77,47,80.000,12.000,202.000
FUZZY,77,48,64.000,0.600,1.900
FUZZY,77,49,80.000,3.000,19.000
FUZZY,78,0,96.000,0.900,2.850
FUZZY,78,1,136.000,5.100,32.300
FUZZY,78,2,99.556,8.400,88.550
FUZZY,78,3,66.000,9.900,166.650
FUZZY,78,4,32.000,0.300,0.950
FUZZY,78,5,144.000,5.400,34.200
FUZZY,78,6,56.889,4.800,50.600
FUZZY,78,7,56.000,8.400,141.400
FUZZY,78,8,256.000,2.400,7.600
FUZZY,78,9,88.000,3.300,20.900
FUZZY,78,10,88.889,7.500,79.063
FUZZY,78,11,76.000,11.400,191.900
FUZZY,78,12,192.000,1.800,5.700
FUZZY,78,13,72.000,2.700,17.100
FUZZY,78,14,56.889,4.800,50.600
FUZZY,78,15,40.000,6.000,101.000
FUZZY,78,16,256.000,2.400,7.600
FUZZY,78,17,104.000,3.900,24.700
FUZZY,78,18,56.889,4.800,50.600
FUZZY,78,19,48.000,7.200,121.200
FUZZY,78,20,224.000,2.100,6.650
FUZZY,78,21,96.000,3.600,22.800
FUZZY,78,24,0.000,0.000,0.000
FUZZY,78,28,160.000,1.500,4.750
FUZZY,78,22,85.333,7.200,75.900
FUZZY,78,23,64.000,9.600,161.600
FUZZY,78,25,104.000,3.900,24.700
FUZZY,78,26,78.222,6.600,69.575
FUZZY,78,27,66.000,9.900,166.650
FUZZY,78,29,112.000,4.200,26.600
FUZZY,78,30,99.556,8.400,88.550
FUZZY,78,31,84.000,12.600,212.100
FUZZY,78,32,160.000,1.500,4.750
FUZZY,78,33,72.000,2.700,17.100
FUZZY,78,34,67.556,5.700,60.088
FUZZY,78,36,96.000,0.900,2.850
FUZZY,78,35,70.000,10.500,176.750
FUZZY,78,37,64.000,2.400,15.200
FUZZY,78,38,81.778,6.900,72.738
FUZZY,78,39,64.000,9.600,161.600
FUZZY,78,40,160.000,1.500,4.750
FUZZY,78,41,128.000,4.800,30.400
FUZZY,78,42,88.889,7.500,79.063
FUZZY,78,43,56.000,8.400,141.400
FUZZY,78,44,0.000,0.000,0.000
FUZZY,78,45,56.000,2.100,13.300
FUZZY,78,46,81.778,6.900,72.738
FUZZY,78,47,74.000,11.100,186.850
FUZZY,78,48,32.000,0.300,0.950
FUZZY,78,49,96.000,3.600,22.800
FUZZY,79,0,32.000,0.300,0.950
FUZZY,79,1,56.000,2.100,13.300
FUZZY,79,2,71.111,6.000,63.250
FUZZY,79,3,68.000,10.200,171.700
FUZZY,79,4,128.000,1.200,3.800
FUZZY,79,5,112.000,4.200,26.600
FUZZY,79,6,96.000,8.100,85.387
FUZZY,79,7,60.000,9.000,151.500
FUZZY,79,8,0.000,0.000,0.000
FUZZY,79,9,144.000,5.400,34.200
FUZZY,79,10,32.000,2.700,28.463
FUZZY,79,11,66.000,9.900,166.650
FUZZY,79,12,96.000,0.900,2.850
FUZZY,79,13,112.000,4.200,26.600
FUZZY,79,14,78.222,6.600,69.575
FUZZY,79,15,70.000,10.500,176.750
FUZZY,79,16,32.000,0.300,0.950
FUZZY,79,17,88.000,3.300,20.900
FUZZY,79,18,110.222,9.300,98.037
FUZZY,79,19,74.000,11.100,186.850
FUZZY,79,20,32.000,0.300,0.950
FUZZY,79,21,184.000,6.900,43.700
FUZZY,79,22,117.333,9.900,104.362
FUZZY,79,23,74.000,11.100,186.850
FUZZY,79,24,0.000,0.000,0.000
FUZZY,79,25,56.000,2.100,13.300
FUZZY,79,26,188.444,15.900,167.612
FUZZY,79,27,72.000,10.800,181.800
FUZZY,79,28,32.000,0.300,0.950
FUZZY,79,29,104.000,3.900,24.700
FUZZY,79,30,67.556,5.700,60.088
FUZZY,79,31,70.000,10.500,176.750
FUZZY,79,32,64.000,0.600,1.900
FUZZY,79,33,152.000,5.700,36.100
FUZZY,79,34,92.444,7.800,82.225
FUZZY,79,35,76.000,11.400,191.900
FUZZY,79,36,128.000,1.200,3.800
FUZZY,79,37,136.000,5.100,32.300
FUZZY,79,38,85.333,7.200,75.900
FUZZY,79,40,96.000,0.900,2.850
FUZZY,79,44,160.000,1.500,4.750
FUZZY,79,39,62.000,9.300,156.550
FUZZY,79,41,128.000,4.800,30.400
FUZZY,79,42,71.111,6.000,63.250
FUZZY,79,43,60.000,9.000,151.500
FUZZY,79,45,128.000,4.800,30.400
FUZZY,79,46,81.778,6.900,72.738
FUZZY,79,47,76.000,11.400,191.900
FUZZY,79,48,0.000,0.000,0.000
FUZZY,79,49,136.000,5.100,32.300
FUZZY,80,0,36.000,0.300,0.950
FUZZY,80,1,9.000,0.300,1.900
FUZZY,80,2,4.000,0.300,3.163
FUZZY,80,3,11.250,1.500,25.250
FUZZY,80,4,36.000,0.300,0.950
FUZZY,80,5,18.000,0.600,3.800
FUZZY,80,6,12.000,0.900,9.488
FUZZY,80,7,4.500,0.600,10.100
FUZZY,80,8,36.000,0.300,0.950
FUZZY,80,12,36.000,0.300,0.950
FUZZY,80,9,9.000,0.300,1.900
FUZZY,80,10,4.000,0.300,3.163
FUZZY,80,11,6.750,0.900,15.150
FUZZY,80,13,0.000,0.000,0.000
FUZZY,80,14,4.000,0.300,3.163
FUZZY,80,15,6.750,0.900,15.150
FUZZY,80,16,36.000,0.300,0.950
FUZZY,80,17,0.000,0.000,0.000
FUZZY,80,18,8.000,0.600,6.325
FUZZY,80,19,4.500,0.600,10.100
FUZZY,80,20,0.000,0.000,0.000
FUZZY,80,21,9.000,0.300,1.900
FUZZY,80,22,12.000,0.900,9.488
FUZZY,80,23,4.500,0.600,10.100
FUZZY,80,24,36.000,0.300,0.950
FUZZY,80,25,27.000,0.900,5.700
FUZZY,80,28,36.000,0.300,0.950
FUZZY,80,29,0.000,0.000,0.000
FUZZY,80,26,4.000,0.300,3.163
FUZZY,80,27,4.500,0.600,10.100
FUZZY,80,30,4.000,0.300,3.163
FUZZY,80,31,4.500,0.600,10.100
FUZZY,80,32,36.000,0.300,0.950
FUZZY,80,33,0.000,0.000,0.000
FUZZY,80,34,4.000,0.300,3.163
FUZZY,80,35,4.500,0.600,10.100
FUZZY,80,36,0.000,0.000,0.000
FUZZY,80,37,9.000,0.300,1.900
FUZZY,80,38,8.000,0.600,6.325
FUZZY,80,39,4.500,0.600,10.100
FUZZY,80,40,36.000,0.300,0.950
FUZZY,80,41,9.000,0.300,1.900
FUZZY,80,42,4.000,0.300,3.163
FUZZY,80,44,36.000,0.300,0.950
FUZZY,80,45,0.000,0.000,0.000
FUZZY,80,43,11.250,1.500,25.250
FUZZY,80,46,8.000,0.600,6.325
FUZZY,80,47,4.500,0.600,10.100
FUZZY,80,48,0.000,0.000,0.000
FUZZY,80,49,0.000,0.000,0.000
FUZZY,81,0,36.000,0.300,0.950
FUZZY,81,1,9.000,0.300,1.900
FUZZY,81,2,4.000,0.300,3.163
FUZZY,81,3,20.250,2.700,45.450
FUZZY,81,4,36.000,0.300,0.950
FUZZY,81,5,9.000,0.300,1.900
FUZZY,81,6,12.000,0.900,9.488
FUZZY,81,7,15.750,2.100,35.350
